Annual_Income,Monthly_Average_Spend,Transactions_Per_Month,Online_Offline_Spend_Ratio,Travel_Spend_Ratio,Dining_Spend_Ratio,Transaction_Summary,Reward_Tier
1094824,38593,81,0.87,0.54,0.31,flight booking & restaurant visit & electronics purchase,Basic
816879,26417,12,0.33,0.48,0.2,international travel,Basic
1315186,50678,81,0.13,0.58,0.1,hotel stay,Gold
1238835,26191,74,0.07,0.14,0.33,fine dining,Platinum
737758,68519,25,0.45,0.22,0.06,online shopping,Gold
1042892,48178,11,0.16,0.3,0.41,flight booking & restaurant visit,Gold
961343,46448,94,0.35,0.14,0.12,international travel,Gold
1142157,63117,83,0.82,0.24,0.26,electronics purchase,Gold
558769,69278,60,0.38,0.32,0.3,hotel stay,Basic
971512,49598,53,0.61,0.11,0.18,electronics purchase,Gold
1064606,34575,46,0.5,0.15,0.33,restaurant visit & electronics purchase,Basic
360315,14520,27,0.72,0.07,0.13,online shopping,Basic
504185,36279,56,0.16,0.43,0.02,flight booking,Basic
290191,37655,83,0.92,0.22,0.48,restaurant visit & electronics purchase,Basic
732648,52141,57,0.64,0.13,0.16,online shopping,Gold
979385,43097,20,0.27,0.3,0.36,hotel stay & restaurant visit,Gold
1175589,63758,41,0.12,0.04,0.25,fuel refill,Gold
818523,37740,22,0.15,0.55,0.33,flight booking & restaurant visit,Basic
1207153,48859,24,0.78,0.18,0.06,electronics purchase,Gold
454974,73679,50,0.59,0.53,0.26,flight booking & electronics purchase,Basic
374154,56836,6,0.38,0.3,0.2,grocery shopping,Basic
786113,48799,91,0.33,0.51,0.23,hotel stay,Gold
896016,37961,98,0.86,0.15,0.48,restaurant visit & electronics purchase,Basic
791826,37335,67,0.87,0.11,0.07,electronics purchase,Basic
283139,32987,7,0.58,0.51,0.38,international travel & restaurant visit & online shopping,Basic
777719,39179,50,0.52,0.13,0.17,online shopping,Basic
473882,65113,53,0.82,0.45,0.15,flight booking & online shopping,Basic
967418,45562,5,0.75,0.21,0.14,electronics purchase,Platinum
891649,23004,26,0.4,0.45,0.17,hotel stay,Basic
565030,85363,97,0.08,0.54,0.18,international travel,Basic
671533,56399,18,0.77,0.59,0.14,flight booking & electronics purchase,Basic
535196,21861,96,0.17,0.22,0.33,restaurant visit,Basic
784330,41163,89,0.02,0.22,0.02,restaurant visit,Gold
1038785,52217,49,0.84,0.59,0.17,flight booking & online shopping,Gold
553568,84091,10,0.58,0.52,0.14,hotel stay & online shopping,Basic
926011,27837,69,0.89,0.03,0.38,restaurant visit & online shopping,Basic
667435,69520,25,0.48,0.34,0.07,hotel stay,Basic
601781,77989,8,0.93,0.11,0.47,restaurant visit & electronics purchase,Basic
773242,37426,7,0.35,0.6,0.09,international travel,Basic
541189,44449,34,0.72,0.08,0.19,electronics purchase,Basic
661587,29273,35,0.3,0.34,0.1,hotel stay,Basic
500530,45930,38,0.0,0.4,0.14,international travel,Basic
1291181,49268,87,0.38,0.56,0.38,international travel & restaurant visit,Gold
808815,63192,24,0.74,0.51,0.24,hotel stay & electronics purchase,Gold
625068,71803,91,0.15,0.15,0.08,electronics purchase,Platinum
853494,35038,58,0.5,0.34,0.02,hotel stay & electronics purchase,Basic
771917,10653,29,0.21,0.57,0.11,flight booking,Basic
744757,49575,19,0.07,0.44,0.47,flight booking & fine dining,Gold
953541,55870,42,0.62,0.41,0.42,hotel stay & fine dining & online shopping,Gold
989376,54988,27,0.95,0.45,0.22,flight booking & online shopping,Gold
667374,43466,56,0.31,0.19,0.24,restaurant visit,Basic
656045,52495,70,0.58,0.44,0.45,hotel stay & restaurant visit & online shopping,Basic
731237,80308,61,0.95,0.14,0.3,online shopping,Gold
224519,57634,61,0.65,0.26,0.44,restaurant visit & online shopping,Basic
421202,42532,83,0.67,0.53,0.25,hotel stay & online shopping,Basic
1141718,39996,56,0.18,0.01,0.1,electronics purchase,Basic
1211241,46602,39,0.49,0.25,0.36,fine dining,Gold
737740,82734,78,0.37,0.16,0.26,movie tickets,Gold
944139,46333,18,0.47,0.12,0.33,fine dining,Gold
877812,49604,95,0.8,0.5,0.08,hotel stay & online shopping,Platinum
1569720,40353,18,0.46,0.42,0.32,flight booking & restaurant visit,Gold
1079893,71979,37,0.06,0.07,0.19,fine dining,Gold
768020,89196,56,0.91,0.3,0.17,electronics purchase,Gold
561114,59012,5,0.54,0.28,0.34,fine dining & online shopping,Basic
398388,51655,38,0.92,0.09,0.3,electronics purchase,Basic
850865,50735,23,0.57,0.48,0.32,hotel stay & restaurant visit & electronics purchase,Gold
610912,5000,28,0.07,0.22,0.48,restaurant visit,Basic
444436,64903,8,0.55,0.46,0.35,flight booking & fine dining & electronics purchase,Platinum
638356,52683,40,0.58,0.12,0.32,restaurant visit & online shopping,Basic
529612,58566,81,0.21,0.19,0.31,fine dining,Basic
1221785,35770,62,0.47,0.06,0.2,online shopping,Basic
1020409,42310,36,0.46,0.09,0.42,restaurant visit,Gold
798006,41779,13,0.62,0.53,0.19,flight booking & online shopping,Gold
1169986,70432,84,0.26,0.07,0.35,fine dining,Gold
819342,42424,71,0.58,0.06,0.15,online shopping,Gold
584678,91653,24,0.24,0.56,0.07,international travel,Basic
1180781,58617,78,0.45,0.39,0.06,hotel stay,Gold
934727,24486,66,0.12,0.06,0.32,fine dining,Basic
540688,47429,62,0.04,0.58,0.16,flight booking,Basic
752415,36966,26,0.32,0.09,0.14,hotel stay,Platinum
581095,6112,71,0.27,0.46,0.3,international travel,Basic
454300,81989,79,0.41,0.02,0.01,online shopping,Basic
1031544,64062,93,0.96,0.37,0.12,international travel & online shopping,Gold
1277354,60664,52,0.52,0.33,0.17,international travel & electronics purchase,Platinum
450358,53308,12,0.55,0.12,0.35,restaurant visit & electronics purchase,Basic
940742,22359,77,0.94,0.39,0.27,hotel stay & electronics purchase,Basic
637339,40327,19,0.92,0.37,0.43,hotel stay & fine dining & online shopping,Basic
678218,66835,36,0.88,0.48,0.17,flight booking & online shopping,Basic
651901,28975,57,0.1,0.53,0.15,hotel stay,Basic
584002,5000,71,0.63,0.31,0.02,international travel & online shopping,Basic
812130,45457,8,0.81,0.29,0.48,fine dining & online shopping,Platinum
592262,47164,34,0.84,0.37,0.25,flight booking & online shopping,Basic
867614,52711,17,0.58,0.44,0.25,flight booking & online shopping,Gold
787440,64570,25,0.02,0.21,0.46,restaurant visit,Gold
740262,62752,45,0.97,0.3,0.14,hotel stay & electronics purchase,Gold
573109,55175,23,0.47,0.35,0.17,hotel stay,Basic
655807,73910,52,0.39,0.59,0.33,flight booking & fine dining,Basic
988847,19620,90,0.39,0.35,0.39,hotel stay & restaurant visit,Basic
925229,60091,67,0.42,0.13,0.35,restaurant visit,Gold
555611,62530,24,0.24,0.35,0.39,flight booking & fine dining,Platinum
824833,25208,68,0.33,0.49,0.29,hotel stay,Platinum
987846,19942,41,0.99,0.51,0.43,international travel & fine dining & electronics purchase,Basic
382648,35081,35,0.37,0.48,0.28,flight booking,Basic
935840,36769,78,0.53,0.53,0.11,international travel & online shopping,Basic
634344,65068,22,0.85,0.2,0.27,online shopping,Basic
942649,37709,24,0.53,0.3,0.36,hotel stay & fine dining & online shopping,Basic
609185,32873,86,0.32,0.47,0.33,flight booking & fine dining,Basic
348779,37767,15,0.52,0.16,0.12,electronics purchase,Basic
393114,72372,90,0.11,0.22,0.02,international travel,Basic
812021,50260,48,0.13,0.5,0.13,international travel,Gold
864930,46414,86,0.69,0.46,0.49,international travel & restaurant visit & electronics purchase,Platinum
573920,47799,68,0.92,0.58,0.09,flight booking & electronics purchase,Basic
959648,75841,38,0.73,0.6,0.23,international travel & electronics purchase,Platinum
384619,35016,91,0.07,0.14,0.32,restaurant visit,Basic
783480,76310,69,0.4,0.54,0.44,hotel stay & restaurant visit,Gold
497245,54209,59,0.0,0.06,0.38,restaurant visit,Basic
637040,46791,78,0.51,0.43,0.45,flight booking & fine dining & electronics purchase,Basic
811849,100018,5,0.19,0.13,0.3,restaurant visit,Gold
584896,28887,42,0.87,0.18,0.43,restaurant visit & online shopping,Basic
703861,42926,13,0.1,0.57,0.13,flight booking,Gold
1051573,25351,99,0.0,0.16,0.22,grocery shopping,Basic
655777,69049,75,0.45,0.4,0.42,international travel & fine dining,Basic
1008923,83783,21,0.16,0.11,0.16,electronics purchase,Gold
517573,83398,56,0.74,0.06,0.44,fine dining & online shopping,Basic
932451,74478,22,0.92,0.2,0.18,electronics purchase,Gold
1160392,46047,67,0.04,0.37,0.18,international travel,Gold
200000,42695,37,0.4,0.15,0.15,restaurant visit,Basic
600776,16576,8,1.0,0.18,0.27,electronics purchase,Basic
944268,90717,91,0.73,0.43,0.06,flight booking & electronics purchase,Gold
749238,59379,79,0.95,0.06,0.02,electronics purchase,Gold
892786,40160,56,0.16,0.27,0.45,fine dining,Gold
649003,76561,13,0.22,0.57,0.46,hotel stay & restaurant visit,Basic
821647,30544,68,0.15,0.24,0.04,online shopping,Basic
761080,58132,34,0.3,0.26,0.27,fuel refill,Gold
1091945,46547,12,0.72,0.44,0.27,hotel stay & online shopping,Gold
863605,62773,9,0.16,0.47,0.19,flight booking,Gold
884400,48728,80,0.52,0.46,0.28,hotel stay & electronics purchase,Gold
697030,20981,67,0.27,0.6,0.23,international travel,Basic
678098,51511,5,0.83,0.04,0.24,electronics purchase,Basic
691860,70977,19,0.01,0.59,0.38,hotel stay & restaurant visit,Basic
898613,49415,93,0.22,0.57,0.26,international travel,Gold
694753,65502,86,0.61,0.51,0.16,flight booking & electronics purchase,Basic
872443,29089,42,0.1,0.27,0.29,hotel stay,Basic
1318850,49474,46,0.47,0.52,0.32,hotel stay & restaurant visit,Gold
1017781,37509,50,0.44,0.13,0.33,restaurant visit,Basic
718494,64939,57,0.85,0.47,0.31,flight booking & restaurant visit & online shopping,Gold
1100303,50629,30,0.63,0.11,0.33,restaurant visit & electronics purchase,Gold
697981,63801,65,0.64,0.49,0.16,flight booking & online shopping,Basic
290468,71754,71,0.95,0.37,0.22,international travel & electronics purchase,Platinum
547978,63832,58,0.98,0.06,0.33,restaurant visit & electronics purchase,Platinum
332302,55462,26,0.65,0.54,0.38,flight booking & fine dining & electronics purchase,Basic
712121,30035,30,0.52,0.35,0.22,international travel & online shopping,Basic
804604,49944,87,0.61,0.39,0.18,hotel stay & electronics purchase,Gold
1219109,39338,64,0.38,0.17,0.36,restaurant visit,Basic
881731,43118,43,0.99,0.52,0.11,flight booking & online shopping,Gold
745224,42509,40,0.71,0.33,0.0,international travel & online shopping,Gold
1007351,30401,25,0.29,0.25,0.24,fine dining,Basic
247216,10853,45,0.06,0.32,0.09,hotel stay,Basic
858903,36637,52,0.04,0.42,0.19,international travel,Platinum
992716,53867,30,0.2,0.42,0.15,flight booking,Gold
430353,23036,67,0.23,0.21,0.39,restaurant visit,Basic
1085938,50313,81,0.42,0.23,0.17,hotel stay,Gold
884624,88005,40,0.21,0.34,0.32,flight booking & fine dining,Gold
696178,70461,28,0.63,0.55,0.34,hotel stay & fine dining & online shopping,Basic
958195,82870,94,0.21,0.45,0.23,hotel stay,Gold
1367673,57822,25,0.19,0.23,0.04,electronics purchase,Gold
845466,73350,22,0.47,0.2,0.35,restaurant visit,Gold
862055,35520,19,0.89,0.31,0.04,hotel stay & electronics purchase,Platinum
685159,37113,83,0.47,0.52,0.05,hotel stay,Basic
587538,5000,10,0.41,0.01,0.1,grocery shopping,Basic
1007583,73722,47,0.58,0.43,0.14,hotel stay & online shopping,Gold
585979,80806,35,0.26,0.18,0.42,restaurant visit,Platinum
817891,38936,32,0.35,0.13,0.34,fine dining,Basic
680585,44920,12,0.21,0.01,0.19,international travel,Basic
919744,34922,33,0.57,0.54,0.49,international travel & fine dining & online shopping,Basic
883415,57653,25,0.7,0.55,0.12,hotel stay & electronics purchase,Gold
1059384,72498,85,0.67,0.04,0.3,restaurant visit & electronics purchase,Gold
672495,15144,92,0.25,0.31,0.42,flight booking & restaurant visit,Platinum
732531,58188,62,0.78,0.09,0.4,restaurant visit & electronics purchase,Gold
555309,44466,64,0.26,0.46,0.05,flight booking,Basic
688926,52267,54,0.15,0.4,0.35,hotel stay & restaurant visit,Basic
894325,59179,35,0.35,0.18,0.13,fuel refill,Platinum
989247,46235,51,0.6,0.07,0.18,electronics purchase,Gold
569458,47928,38,0.14,0.5,0.24,international travel,Basic
1017401,45722,6,0.65,0.4,0.4,international travel & restaurant visit & electronics purchase,Gold
1138909,69406,71,0.86,0.0,0.08,electronics purchase,Gold
903358,58375,98,0.29,0.38,0.05,flight booking,Gold
1269198,54411,76,0.45,0.49,0.08,international travel,Gold
606552,24580,56,0.23,0.35,0.11,flight booking,Basic
488836,42428,11,0.36,0.25,0.03,international travel,Basic
355319,67973,80,0.02,0.35,0.46,hotel stay & fine dining,Basic
1174011,50753,23,0.95,0.37,0.16,hotel stay & online shopping,Platinum
963591,63190,94,0.42,0.38,0.09,hotel stay,Platinum
786103,85330,96,0.79,0.58,0.32,international travel & restaurant visit & electronics purchase,Gold
869992,70772,19,0.14,0.11,0.39,restaurant visit,Gold
518627,51863,82,0.81,0.37,0.38,international travel & fine dining & electronics purchase,Basic
1411437,39780,52,0.86,0.11,0.36,fine dining & online shopping,Basic
832305,5000,18,0.72,0.13,0.03,electronics purchase,Basic
827348,46632,7,0.9,0.4,0.39,flight booking & restaurant visit & online shopping,Gold
981441,43479,54,0.17,0.55,0.25,international travel,Gold
920252,57807,97,0.48,0.1,0.32,restaurant visit,Gold
855971,46921,58,0.62,0.58,0.48,flight booking & fine dining & electronics purchase,Gold
602381,43592,10,0.6,0.19,0.41,fine dining & online shopping,Basic
917867,14412,53,0.86,0.23,0.41,restaurant visit & electronics purchase,Basic
1270506,31200,27,0.22,0.09,0.09,fuel refill,Basic
1136355,59533,96,0.18,0.37,0.24,international travel,Gold
1198296,84318,82,0.25,0.36,0.47,international travel & restaurant visit,Gold
672196,48049,82,0.89,0.27,0.29,online shopping,Basic
552598,56556,24,0.94,0.29,0.05,electronics purchase,Basic
768553,69049,81,0.57,0.37,0.37,international travel & restaurant visit & electronics purchase,Gold
813931,33782,95,0.5,0.35,0.02,international travel & electronics purchase,Basic
1073547,57336,64,0.61,0.22,0.37,fine dining & online shopping,Gold
376883,35190,49,0.62,0.53,0.44,flight booking & restaurant visit & online shopping,Basic
1182387,67296,65,0.17,0.4,0.21,international travel,Gold
760498,53028,60,0.69,0.12,0.21,online shopping,Gold
693279,55969,6,0.45,0.19,0.15,online shopping,Basic
546973,34348,49,0.52,0.47,0.44,flight booking & fine dining & electronics purchase,Basic
386285,64140,44,0.03,0.06,0.27,fine dining,Basic
1005792,91694,28,0.76,0.45,0.29,international travel & electronics purchase,Gold
818329,29841,33,0.84,0.22,0.33,fine dining & online shopping,Basic
477509,43204,71,0.62,0.33,0.15,hotel stay & online shopping,Basic
476230,54632,72,0.75,0.17,0.22,electronics purchase,Basic
716053,65728,70,0.52,0.59,0.37,hotel stay & restaurant visit & electronics purchase,Gold
1217255,38809,88,0.62,0.54,0.49,flight booking & fine dining & electronics purchase,Basic
735102,5000,58,0.39,0.56,0.02,international travel,Basic
424214,77183,57,0.79,0.11,0.02,online shopping,Platinum
738564,65210,83,0.47,0.51,0.21,flight booking,Platinum
731819,15141,53,0.68,0.32,0.33,flight booking & fine dining & electronics purchase,Basic
200000,37848,36,0.62,0.42,0.19,international travel & online shopping,Basic
786426,81363,65,0.7,0.13,0.5,restaurant visit & online shopping,Gold
742266,78955,46,0.79,0.43,0.1,flight booking & electronics purchase,Gold
974051,68772,5,0.51,0.55,0.0,international travel & electronics purchase,Gold
1262239,46477,67,0.81,0.16,0.1,electronics purchase,Gold
1081641,51659,39,0.5,0.14,0.44,restaurant visit,Gold
732777,47381,55,0.96,0.06,0.07,online shopping,Gold
523368,72564,75,0.75,0.16,0.24,electronics purchase,Basic
1443339,32483,49,0.17,0.32,0.21,hotel stay,Basic
814804,33884,81,0.83,0.5,0.33,international travel & fine dining & online shopping,Platinum
803482,70205,69,0.55,0.17,0.03,electronics purchase,Gold
793968,49112,18,0.98,0.37,0.33,hotel stay & restaurant visit & electronics purchase,Gold
849521,77569,97,0.72,0.29,0.18,electronics purchase,Gold
763909,36569,7,0.08,0.17,0.46,restaurant visit,Basic
656584,48904,28,0.39,0.31,0.42,hotel stay & fine dining,Basic
663285,31551,69,0.52,0.1,0.2,electronics purchase,Basic
791811,50147,52,0.84,0.38,0.5,hotel stay & fine dining & online shopping,Gold
664143,20429,14,0.73,0.07,0.03,electronics purchase,Platinum
621788,40247,17,0.37,0.44,0.39,international travel & restaurant visit,Platinum
826607,21274,77,0.65,0.11,0.22,electronics purchase,Basic
736255,63878,18,0.58,0.6,0.22,international travel & electronics purchase,Gold
1175998,64331,14,0.13,0.49,0.09,flight booking,Gold
200000,15394,44,0.23,0.21,0.26,online shopping,Basic
1072876,76677,27,0.34,0.26,0.04,electronics purchase,Gold
1111521,99948,59,0.2,0.16,0.31,fine dining,Gold
281652,50920,67,0.15,0.46,0.12,international travel,Basic
714328,37177,75,0.06,0.23,0.36,fine dining,Basic
707139,106486,46,0.87,0.45,0.3,international travel & restaurant visit & electronics purchase,Gold
448122,23620,70,0.29,0.01,0.37,fine dining,Platinum
605545,50402,83,0.29,0.08,0.37,restaurant visit,Basic
522356,53592,77,0.21,0.22,0.1,grocery shopping,Basic
1238067,76902,51,0.48,0.07,0.0,grocery shopping,Gold
1033919,57194,85,0.51,0.36,0.18,international travel & electronics purchase,Gold
1117888,40027,56,0.21,0.03,0.46,fine dining,Platinum
980418,30976,22,0.61,0.52,0.29,international travel & online shopping,Basic
517737,43163,83,0.72,0.46,0.36,international travel & fine dining & electronics purchase,Basic
668869,29861,22,0.37,0.13,0.44,restaurant visit,Basic
922343,50956,28,0.59,0.29,0.45,fine dining & electronics purchase,Gold
494468,38716,27,0.5,0.27,0.26,online shopping,Basic
978249,20119,16,0.2,0.43,0.27,flight booking,Basic
739918,75102,27,0.73,0.24,0.43,restaurant visit & electronics purchase,Gold
706294,40046,25,0.8,0.02,0.4,restaurant visit & online shopping,Gold
977739,24637,68,0.65,0.16,0.35,fine dining & online shopping,Platinum
911065,46634,94,0.32,0.28,0.3,restaurant visit,Gold
709758,51367,76,0.93,0.58,0.31,international travel & restaurant visit & online shopping,Gold
1089832,15070,98,0.46,0.53,0.18,hotel stay,Basic
529734,56632,38,0.27,0.11,0.42,restaurant visit,Basic
953983,29056,6,0.41,0.43,0.31,hotel stay & restaurant visit,Basic
948275,84220,73,0.69,0.56,0.11,flight booking & electronics purchase,Gold
722613,60479,35,0.85,0.01,0.12,online shopping,Gold
881533,42002,72,0.36,0.43,0.43,flight booking & fine dining,Gold
487221,35096,74,0.23,0.28,0.31,restaurant visit,Basic
1031006,47900,91,0.63,0.41,0.2,international travel & electronics purchase,Gold
753774,62255,23,0.92,0.36,0.09,flight booking & electronics purchase,Gold
669319,49490,76,0.18,0.59,0.31,flight booking & restaurant visit,Basic
1062252,45656,17,0.8,0.17,0.09,online shopping,Gold
623914,51167,69,0.48,0.47,0.24,hotel stay,Basic
447884,37922,10,0.8,0.14,0.34,restaurant visit & electronics purchase,Basic
410842,43135,75,0.51,0.26,0.28,electronics purchase,Basic
951502,8284,31,0.38,0.59,0.46,international travel & restaurant visit,Basic
